INFO 2025-02-20 04:02:22,016 autoreload Watching for file changes with StatReloader
DEBUG 2025-02-20 04:03:22,034 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/auth/migrations/0011_update_proxy_permissions.py first seen with mtime 1736311827.2359295
DEBUG 2025-02-20 04:03:22,035 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/auth/migrations/0001_initial.py first seen with mtime 1736311827.2349296
DEBUG 2025-02-20 04:03:22,035 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/admin/migrations/0001_initial.py first seen with mtime 1736311827.1619308
DEBUG 2025-02-20 04:03:22,035 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/auth/migrations/0003_alter_user_email_max_length.py first seen with mtime 1736311827.2349296
DEBUG 2025-02-20 04:03:22,035 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/migrations/executor.py first seen with mtime 1736311827.4319263
DEBUG 2025-02-20 04:03:22,035 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/contenttypes/migrations/0001_initial.py first seen with mtime 1736311827.2569292
DEBUG 2025-02-20 04:03:22,035 autoreload File /usr/local/lib/python3.12/stringprep.py first seen with mtime 1724146130.4997754
DEBUG 2025-02-20 04:03:22,035 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/auth/migrations/0006_require_contenttypes_0002.py first seen with mtime 1736311827.2349296
DEBUG 2025-02-20 04:03:22,035 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/auth/migrations/__init__.py first seen with mtime 1736311827.2359295
DEBUG 2025-02-20 04:03:22,035 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/contenttypes/migrations/__init__.py first seen with mtime 1736311827.2569292
DEBUG 2025-02-20 04:03:22,036 autoreload File /home/kpmidhlaj/django/watchmate/watchmate/wsgi.py first seen with mtime 1736312339.5507352
DEBUG 2025-02-20 04:03:22,036 autoreload File /usr/local/lib/python3.12/encodings/idna.py first seen with mtime 1724146130.6397784
DEBUG 2025-02-20 04:03:22,036 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/sessions/migrations/__init__.py first seen with mtime 1736311827.3939269
DEBUG 2025-02-20 04:03:22,036 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/auth/migrations/0012_alter_user_first_name_max_length.py first seen with mtime 1736311827.2359295
DEBUG 2025-02-20 04:03:22,036 autoreload File /home/kpmidhlaj/django/watchmate/watchlist_app/migrations/__init__.py first seen with mtime 1736312696.0704043
DEBUG 2025-02-20 04:03:22,037 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/admin/migrations/__init__.py first seen with mtime 1736311827.1619308
DEBUG 2025-02-20 04:03:22,037 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/views/defaults.py first seen with mtime 1736311827.4599257
DEBUG 2025-02-20 04:03:22,037 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/sessions/backends/db.py first seen with mtime 1736311827.373927
DEBUG 2025-02-20 04:03:22,037 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/auth/migrations/0008_alter_user_username_max_length.py first seen with mtime 1736311827.2359295
DEBUG 2025-02-20 04:03:22,038 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/auth/migrations/0010_alter_group_name_max_length.py first seen with mtime 1736311827.2359295
DEBUG 2025-02-20 04:03:22,038 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/models/sql/compiler.py first seen with mtime 1736311827.438926
DEBUG 2025-02-20 04:03:22,038 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/auth/migrations/0007_alter_validators_add_error_messages.py first seen with mtime 1736311827.2349296
DEBUG 2025-02-20 04:03:22,038 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/auth/migrations/0009_alter_user_last_name_max_length.py first seen with mtime 1736311827.2359295
DEBUG 2025-02-20 04:03:22,038 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/migrations/recorder.py first seen with mtime 1736311827.4329262
DEBUG 2025-02-20 04:03:22,038 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/migrations/graph.py first seen with mtime 1736311827.4319263
DEBUG 2025-02-20 04:03:22,038 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/auth/migrations/0005_alter_user_last_login_null.py first seen with mtime 1736311827.2349296
DEBUG 2025-02-20 04:03:22,038 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/migrations/loader.py first seen with mtime 1736311827.4319263
DEBUG 2025-02-20 04:03:22,038 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/admin/migrations/0003_logentry_add_action_flag_choices.py first seen with mtime 1736311827.1619308
DEBUG 2025-02-20 04:03:22,038 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/sessions/migrations/0001_initial.py first seen with mtime 1736311827.3939269
DEBUG 2025-02-20 04:03:22,038 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/auth/migrations/0002_alter_permission_name_max_length.py first seen with mtime 1736311827.2349296
DEBUG 2025-02-20 04:03:22,038 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/admin/migrations/0002_logentry_remove_auto_add.py first seen with mtime 1736311827.1619308
DEBUG 2025-02-20 04:03:28,870 utils (0.000) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2025-02-20 04:03:28.869497' AND "django_session"."session_key" = 'ugo590i4mcihrqyy8fl41s6mxq5nadsu') LIMIT 21; args=('2025-02-20 04:03:28.869497', 'ugo590i4mcihrqyy8fl41s6mxq5nadsu'); alias=default
DEBUG 2025-02-20 04:03:28,871 utils (0.000) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 1 LIMIT 21; args=(1,); alias=default
DEBUG 2025-02-20 04:03:28,872 utils (0.001) BEGIN; args=None; alias=default
DEBUG 2025-02-20 04:03:28,882 utils (0.000) SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE ("django_content_type"."app_label" = 'watchlist_app' AND "django_content_type"."model" = 'review') LIMIT 21; args=('watchlist_app', 'review'); alias=default
DEBUG 2025-02-20 04:03:28,883 utils (0.000) COMMIT; args=None; alias=default
DEBUG 2025-02-20 04:03:28,897 utils (0.000) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" ORDER BY "auth_user"."username" ASC; args=(); alias=default
DEBUG 2025-02-20 04:03:28,902 utils (0.000) SELECT "watchlist_app_watchlist"."id", "watchlist_app_watchlist"."title", "watchlist_app_watchlist"."description", "watchlist_app_watchlist"."platform_id", "watchlist_app_watchlist"."active", "watchlist_app_watchlist"."avg_rating", "watchlist_app_watchlist"."number_rating", "watchlist_app_watchlist"."created", "watchlist_app_watchlist"."updated" FROM "watchlist_app_watchlist"; args=(); alias=default
INFO 2025-02-20 04:03:28,906 basehttp "GET /admin/watchlist_app/review/add/ HTTP/1.1" 200 14327
DEBUG 2025-02-20 04:03:28,934 utils (0.000) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2025-02-20 04:03:28.934090' AND "django_session"."session_key" = 'ugo590i4mcihrqyy8fl41s6mxq5nadsu') LIMIT 21; args=('2025-02-20 04:03:28.934090', 'ugo590i4mcihrqyy8fl41s6mxq5nadsu'); alias=default
DEBUG 2025-02-20 04:03:28,935 utils (0.000) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 1 LIMIT 21; args=(1,); alias=default
INFO 2025-02-20 04:03:28,937 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
DEBUG 2025-02-20 04:03:29,123 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/sessions/serializers.py first seen with mtime 1736311827.373927
DEBUG 2025-02-20 04:03:29,123 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/template/context_processors.py first seen with mtime 1736311827.449926
DEBUG 2025-02-20 04:03:29,124 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/messages/context_processors.py first seen with mtime 1736311827.3339279
DEBUG 2025-02-20 04:03:29,124 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/messages/storage/cookie.py first seen with mtime 1736311827.3339279
DEBUG 2025-02-20 04:03:29,124 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/auth/context_processors.py first seen with mtime 1736311827.20593
DEBUG 2025-02-20 04:03:29,125 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/conf/locale/en/formats.py first seen with mtime 1736311827.0679324
DEBUG 2025-02-20 04:03:29,125 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/staticfiles/storage.py first seen with mtime 1736311827.4149265
DEBUG 2025-02-20 04:03:29,125 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/messages/storage/session.py first seen with mtime 1736311827.3339279
DEBUG 2025-02-20 04:03:29,125 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/conf/locale/en/__init__.py first seen with mtime 1736311827.0669324
DEBUG 2025-02-20 04:03:29,126 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/messages/storage/fallback.py first seen with mtime 1736311827.3339279
DEBUG 2025-02-20 04:03:35,760 utils (0.000) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2025-02-20 04:03:35.759372' AND "django_session"."session_key" = 'ugo590i4mcihrqyy8fl41s6mxq5nadsu') LIMIT 21; args=('2025-02-20 04:03:35.759372', 'ugo590i4mcihrqyy8fl41s6mxq5nadsu'); alias=default
DEBUG 2025-02-20 04:03:35,760 utils (0.000) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 1 LIMIT 21; args=(1,); alias=default
DEBUG 2025-02-20 04:03:35,761 utils (0.000) BEGIN; args=None; alias=default
DEBUG 2025-02-20 04:03:35,762 utils (0.000) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 1 LIMIT 21; args=(1,); alias=default
DEBUG 2025-02-20 04:03:35,763 utils (0.000) SELECT "watchlist_app_watchlist"."id", "watchlist_app_watchlist"."title", "watchlist_app_watchlist"."description", "watchlist_app_watchlist"."platform_id", "watchlist_app_watchlist"."active", "watchlist_app_watchlist"."avg_rating", "watchlist_app_watchlist"."number_rating", "watchlist_app_watchlist"."created", "watchlist_app_watchlist"."updated" FROM "watchlist_app_watchlist" WHERE "watchlist_app_watchlist"."id" = 1 LIMIT 21; args=(1,); alias=default
DEBUG 2025-02-20 04:03:35,764 utils (0.000) SELECT 1 AS "a" FROM "auth_user" WHERE "auth_user"."id" = 1 LIMIT 1; args=(1, 1); alias=default
DEBUG 2025-02-20 04:03:35,764 utils (0.000) SELECT 1 AS "a" FROM "watchlist_app_watchlist" WHERE "watchlist_app_watchlist"."id" = 1 LIMIT 1; args=(1, 1); alias=default
DEBUG 2025-02-20 04:03:35,765 utils (0.000) INSERT INTO "watchlist_app_review" ("review_user_id", "rating", "description", "watchlist_id", "active", "created", "update") VALUES (1, 5, 'Daredevil is a 2003 American superhero film written and directed by Mark Steven Johnson, based on the Marvel Comics character of the same name created by Stan Lee and Bill Everett. The film stars Ben', 1, 1, '2025-02-20 04:03:35.765078', '2025-02-20 04:03:35.765095') RETURNING "watchlist_app_review"."id"; args=(1, 5, 'Daredevil is a 2003 American superhero film written and directed by Mark Steven Johnson, based on the Marvel Comics character of the same name created by Stan Lee and Bill Everett. The film stars Ben', 1, True, '2025-02-20 04:03:35.765078', '2025-02-20 04:03:35.765095'); alias=default
DEBUG 2025-02-20 04:03:35,766 utils (0.000) INSERT INTO "django_admin_log" ("action_time", "user_id", "content_type_id", "object_id", "object_repr", "action_flag", "change_message") VALUES ('2025-02-20 04:03:35.765779', 1, 9, '7', '5 - Daredevil', 1, '[{"added": {}}]') RETURNING "django_admin_log"."id"; args=('2025-02-20 04:03:35.765779', 1, 9, '7', '5 - Daredevil', 1, '[{"added": {}}]'); alias=default
DEBUG 2025-02-20 04:03:35,786 utils (0.020) COMMIT; args=None; alias=default
INFO 2025-02-20 04:03:35,787 basehttp "POST /admin/watchlist_app/review/add/ HTTP/1.1" 302 0
DEBUG 2025-02-20 04:03:35,792 utils (0.000) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2025-02-20 04:03:35.791751' AND "django_session"."session_key" = 'ugo590i4mcihrqyy8fl41s6mxq5nadsu') LIMIT 21; args=('2025-02-20 04:03:35.791751', 'ugo590i4mcihrqyy8fl41s6mxq5nadsu'); alias=default
DEBUG 2025-02-20 04:03:35,793 utils (0.000) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 1 LIMIT 21; args=(1,); alias=default
DEBUG 2025-02-20 04:03:35,793 utils (0.000) SELECT COUNT(*) AS "__count" FROM "watchlist_app_review"; args=(); alias=default
DEBUG 2025-02-20 04:03:35,794 utils (0.000) SELECT COUNT(*) AS "__count" FROM "watchlist_app_review"; args=(); alias=default
DEBUG 2025-02-20 04:03:35,795 utils (0.000) SELECT "watchlist_app_review"."id", "watchlist_app_review"."review_user_id", "watchlist_app_review"."rating", "watchlist_app_review"."description", "watchlist_app_review"."watchlist_id", "watchlist_app_review"."active", "watchlist_app_review"."created", "watchlist_app_review"."update" FROM "watchlist_app_review" ORDER BY "watchlist_app_review"."id" DESC; args=(); alias=default
DEBUG 2025-02-20 04:03:35,807 utils (0.000) SELECT "watchlist_app_watchlist"."id", "watchlist_app_watchlist"."title", "watchlist_app_watchlist"."description", "watchlist_app_watchlist"."platform_id", "watchlist_app_watchlist"."active", "watchlist_app_watchlist"."avg_rating", "watchlist_app_watchlist"."number_rating", "watchlist_app_watchlist"."created", "watchlist_app_watchlist"."updated" FROM "watchlist_app_watchlist" WHERE "watchlist_app_watchlist"."id" = 1 LIMIT 21; args=(1,); alias=default
DEBUG 2025-02-20 04:03:35,808 utils (0.000) SELECT "watchlist_app_watchlist"."id", "watchlist_app_watchlist"."title", "watchlist_app_watchlist"."description", "watchlist_app_watchlist"."platform_id", "watchlist_app_watchlist"."active", "watchlist_app_watchlist"."avg_rating", "watchlist_app_watchlist"."number_rating", "watchlist_app_watchlist"."created", "watchlist_app_watchlist"."updated" FROM "watchlist_app_watchlist" WHERE "watchlist_app_watchlist"."id" = 1 LIMIT 21; args=(1,); alias=default
